taken_at,horse_id,value,unit
2026-03-11T07:30:00Z,4,499.5,kg
2026-03-11T07:30:00Z,5,495.6,kg
2026-03-11T07:30:00Z,6,509.1,kg
2026-03-11T07:30:00Z,7,510.4,kg
2026-03-11T07:30:00Z,9,524.9,kg
2026-03-11T07:30:00Z,10,514.6,kg
2026-03-12T07:30:00Z,1,488.0,kg
2026-03-12T07:30:00Z,2,485.0,kg
2026-03-12T07:30:00Z,3,490.7,kg
2026-03-12T07:30:00Z,4,496.5,kg
2026-03-12T07:30:00Z,5,500.1,kg
2026-03-12T07:30:00Z,6,506.6,kg
2026-03-12T07:30:00Z,7,505.1,kg
2026-03-12T07:30:00Z,9,523.1,kg
2026-03-13T07:30:00Z,1,483.7,kg
2026-03-13T07:30:00Z,2,483.3,kg
2026-03-13T07:30:00Z,3,487.7,kg
2026-03-13T07:30:00Z,4,497.0,kg
2026-03-13T07:30:00Z,5,503.1,kg
2026-03-13T07:30:00Z,6,506.1,kg
2026-03-13T07:30:00Z,7,499.3,kg
2026-03-13T07:30:00Z,9,510.8,kg
2026-03-13T07:30:00Z,10,525.6,kg
2026-03-14T07:30:00Z,1,479.0,kg
2026-03-14T07:30:00Z,2,484.7,kg
2026-03-14T07:30:00Z,3,486.2,kg
2026-03-14T07:30:00Z,4,504.5,kg
2026-03-14T07:30:00Z,5,501.0,kg
2026-03-14T07:30:00Z,6,502.7,kg
2026-03-14T07:30:00Z,7,507.0,kg
2026-03-14T07:30:00Z,10,510.7,kg
2026-03-15T07:30:00Z,1,490.7,kg
2026-03-15T07:30:00Z,2,471.9,kg
2026-03-15T07:30:00Z,3,485.1,kg
2026-03-15T07:30:00Z,4,491.1,kg
2026-03-15T07:30:00Z,5,498.0,kg
2026-03-15T07:30:00Z,6,496.7,kg
2026-03-15T07:30:00Z,7,517.7,kg
2026-03-15T07:30:00Z,10,522.0,kg
2026-03-16T07:30:00Z,1,488.9,kg
2026-03-16T07:30:00Z,2,489.0,kg
2026-03-16T07:30:00Z,3,498.2,kg
2026-03-16T07:30:00Z,4,494.2,kg
2026-03-16T07:30:00Z,5,500.5,kg
2026-03-16T07:30:00Z,6,515.6,kg
2026-03-16T07:30:00Z,7,511.0,kg
2026-03-16T07:30:00Z,9,510.0,kg
2026-03-16T07:30:00Z,10,514.1,kg
2026-03-17T07:30:00Z,2,488.7,kg
2026-03-17T07:30:00Z,3,492.7,kg
2026-03-17T07:30:00Z,5,497.9,kg
2026-03-17T07:30:00Z,6,507.0,kg
2026-03-17T07:30:00Z,7,519.4,kg
2026-03-17T07:30:00Z,9,509.9,kg
2026-03-17T07:30:00Z,10,525.9,kg
2026-03-18T07:30:00Z,1,481.3,kg
2026-03-18T07:30:00Z,2,494.8,kg
2026-03-18T07:30:00Z,3,488.0,kg
2026-03-18T07:30:00Z,4,495.7,kg
2026-03-18T07:30:00Z,5,495.1,kg
2026-03-18T07:30:00Z,6,505.1,kg
2026-03-18T07:30:00Z,7,513.8,kg
2026-03-18T07:30:00Z,9,520.0,kg
2026-03-18T07:30:00Z,10,516.8,kg
2026-03-19T07:30:00Z,1,489.3,kg
2026-03-19T07:30:00Z,2,489.0,kg
2026-03-19T07:30:00Z,3,497.9,kg
2026-03-19T07:30:00Z,4,494.9,kg
2026-03-19T07:30:00Z,5,505.1,kg
2026-03-19T07:30:00Z,6,502.4,kg
2026-03-19T07:30:00Z,7,511.0,kg
2026-03-20T07:30:00Z,1,481.1,kg
2026-03-20T07:30:00Z,2,482.9,kg
2026-03-20T07:30:00Z,3,499.2,kg
2026-03-20T07:30:00Z,4,489.8,kg
2026-03-20T07:30:00Z,5,508.1,kg
2026-03-20T07:30:00Z,6,497.9,kg
2026-03-20T07:30:00Z,7,495.4,kg
2026-03-20T07:30:00Z,9,518.6,kg
2026-03-20T07:30:00Z,10,523.1,kg
2026-03-21T07:30:00Z,1,485.4,kg
2026-03-21T07:30:00Z,2,485.7,kg
2026-03-21T07:30:00Z,3,496.7,kg
2026-03-21T07:30:00Z,4,495.9,kg
2026-03-21T07:30:00Z,5,498.2,kg
2026-03-21T07:30:00Z,6,498.1,kg
2026-03-21T07:30:00Z,7,505.1,kg
2026-03-21T07:30:00Z,9,515.1,kg
2026-03-21T07:30:00Z,10,526.9,kg
2026-03-22T07:30:00Z,1,493.4,kg
2026-03-22T07:30:00Z,2,497.0,kg
2026-03-22T07:30:00Z,3,499.5,kg
2026-03-22T07:30:00Z,4,492.6,kg
2026-03-22T07:30:00Z,5,504.5,kg
2026-03-22T07:30:00Z,6,503.6,kg
2026-03-22T07:30:00Z,7,507.4,kg
2026-03-22T07:30:00Z,9,512.3,kg
2026-03-22T07:30:00Z,10,523.5,kg
2026-03-23T07:30:00Z,1,478.6,kg
2026-03-23T07:30:00Z,2,490.3,kg
2026-03-23T07:30:00Z,3,484.4,kg
2026-03-23T07:30:00Z,4,509.9,kg
2026-03-23T07:30:00Z,5,492.6,kg
2026-03-23T07:30:00Z,6,518.3,kg
2026-03-23T07:30:00Z,7,512.6,kg
2026-03-23T07:30:00Z,9,516.7,kg
2026-03-23T07:30:00Z,10,514.9,kg
2026-03-24T07:30:00Z,1,482.8,kg
2026-03-24T07:30:00Z,2,492.4,kg
2026-03-24T07:30:00Z,3,483.4,kg
2026-03-24T07:30:00Z,4,504.7,kg
2026-03-24T07:30:00Z,5,502.3,kg
2026-03-24T07:30:00Z,7,508.8,kg
2026-03-24T07:30:00Z,9,522.1,kg
2026-03-24T07:30:00Z,10,523.1,kg
2026-03-25T07:30:00Z,1,482.5,kg
2026-03-25T07:30:00Z,2,479.6,kg
2026-03-25T07:30:00Z,3,497.9,kg
2026-03-25T07:30:00Z,4,492.4,kg
2026-03-25T07:30:00Z,5,490.7,kg
2026-03-25T07:30:00Z,6,502.4,kg
2026-03-25T07:30:00Z,7,509.8,kg
2026-03-25T07:30:00Z,9,513.2,kg
2026-03-25T07:30:00Z,10,515.8,kg
2026-03-26T07:30:00Z,1,468.0,kg
2026-03-26T07:30:00Z,2,487.1,kg
2026-03-26T07:30:00Z,3,493.7,kg
2026-03-26T07:30:00Z,4,492.3,kg
2026-03-26T07:30:00Z,5,507.2,kg
2026-03-26T07:30:00Z,6,506.9,kg
2026-03-26T07:30:00Z,7,501.5,kg
2026-03-26T07:30:00Z,9,508.9,kg
2026-03-27T07:30:00Z,2,475.3,kg
2026-03-27T07:30:00Z,3,487.6,kg
2026-03-27T07:30:00Z,4,497.5,kg
2026-03-27T07:30:00Z,5,500.1,kg
2026-03-27T07:30:00Z,6,492.9,kg
2026-03-27T07:30:00Z,7,503.0,kg
2026-03-27T07:30:00Z,9,518.5,kg
2026-03-27T07:30:00Z,10,523.1,kg
2026-03-28T07:30:00Z,1,476.9,kg
2026-03-28T07:30:00Z,3,491.2,kg
2026-03-28T07:30:00Z,4,489.3,kg
2026-03-28T07:30:00Z,5,500.4,kg
2026-03-28T07:30:00Z,6,498.6,kg
2026-03-28T07:30:00Z,7,500.6,kg
2026-03-28T07:30:00Z,9,516.4,kg
2026-03-29T07:30:00Z,1,488.8,kg
2026-03-29T07:30:00Z,2,490.0,kg
2026-03-29T07:30:00Z,3,491.3,kg
2026-03-29T07:30:00Z,4,500.2,kg
2026-03-29T07:30:00Z,5,500.5,kg
2026-03-29T07:30:00Z,6,505.9,kg
2026-03-29T07:30:00Z,7,508.5,kg
2026-03-29T07:30:00Z,9,520.3,kg
2026-03-29T07:30:00Z,10,526.7,kg
2026-03-30T07:30:00Z,2,482.0,kg
2026-03-30T07:30:00Z,3,493.7,kg
2026-03-30T07:30:00Z,4,498.2,kg
2026-03-30T07:30:00Z,5,499.7,kg
2026-03-30T07:30:00Z,6,498.7,kg
2026-03-30T07:30:00Z,7,504.9,kg
2026-03-30T07:30:00Z,9,528.0,kg
2026-03-30T07:30:00Z,10,521.7,kg
2026-03-31T07:30:00Z,1,483.5,kg
2026-03-31T07:30:00Z,2,488.5,kg
2026-03-31T07:30:00Z,3,488.5,kg
2026-03-31T07:30:00Z,4,500.1,kg
2026-03-31T07:30:00Z,5,491.1,kg
2026-03-31T07:30:00Z,6,491.6,kg
2026-03-31T07:30:00Z,7,502.4,kg
2026-03-31T07:30:00Z,9,514.0,kg
2026-03-31T07:30:00Z,10,515.5,kg
2026-04-01T07:30:00Z,2,489.9,kg
2026-04-01T07:30:00Z,3,494.7,kg
2026-04-01T07:30:00Z,4,498.9,kg
2026-04-01T07:30:00Z,5,493.7,kg
2026-04-01T07:30:00Z,6,501.7,kg
2026-04-01T07:30:00Z,7,505.2,kg
2026-04-01T07:30:00Z,9,519.1,kg
2026-04-01T07:30:00Z,10,515.6,kg
2026-04-02T07:30:00Z,1,481.6,kg
2026-04-02T07:30:00Z,2,493.7,kg
2026-04-02T07:30:00Z,3,485.0,kg
2026-04-02T07:30:00Z,4,490.7,kg
2026-04-02T07:30:00Z,5,496.3,kg
2026-04-02T07:30:00Z,6,498.1,kg
2026-04-02T07:30:00Z,7,512.1,kg
2026-04-02T07:30:00Z,9,514.8,kg
2026-04-02T07:30:00Z,10,517.6,kg
2026-04-03T07:30:00Z,1,484.1,kg
2026-04-03T07:30:00Z,2,486.6,kg
2026-04-03T07:30:00Z,3,501.4,kg
2026-04-03T07:30:00Z,4,496.9,kg
2026-04-03T07:30:00Z,5,500.4,kg
2026-04-03T07:30:00Z,6,507.8,kg
2026-04-03T07:30:00Z,7,517.3,kg
2026-04-03T07:30:00Z,9,510.4,kg
2026-04-03T07:30:00Z,10,519.5,kg
2026-04-04T07:30:00Z,1,481.5,kg
2026-04-04T07:30:00Z,2,483.5,kg
2026-04-04T07:30:00Z,3,495.3,kg
2026-04-04T07:30:00Z,4,490.1,kg
2026-04-04T07:30:00Z,5,493.9,kg
2026-04-04T07:30:00Z,6,506.6,kg
2026-04-04T07:30:00Z,7,513.1,kg
2026-04-04T07:30:00Z,9,517.1,kg
2026-04-04T07:30:00Z,10,519.2,kg
2026-04-05T07:30:00Z,1,490.1,kg
2026-04-05T07:30:00Z,2,488.0,kg
2026-04-05T07:30:00Z,3,490.8,kg
2026-04-05T07:30:00Z,4,500.6,kg
2026-04-05T07:30:00Z,5,497.3,kg
2026-04-05T07:30:00Z,6,498.5,kg
2026-04-05T07:30:00Z,7,508.2,kg
2026-04-05T07:30:00Z,9,512.5,kg
2026-04-05T07:30:00Z,10,510.2,kg
2026-04-06T07:30:00Z,1,473.6,kg
2026-04-06T07:30:00Z,2,480.7,kg
2026-04-06T07:30:00Z,3,492.1,kg
2026-04-06T07:30:00Z,4,483.5,kg
2026-04-06T07:30:00Z,5,493.6,kg
2026-04-06T07:30:00Z,6,496.8,kg
2026-04-06T07:30:00Z,7,497.3,kg
2026-04-06T07:30:00Z,9,510.6,kg
2026-04-06T07:30:00Z,10,504.7,kg
2026-04-07T07:30:00Z,2,488.9,kg
2026-04-07T07:30:00Z,3,486.6,kg
2026-04-07T07:30:00Z,4,495.2,kg
2026-04-07T07:30:00Z,5,478.8,kg
2026-04-07T07:30:00Z,6,498.5,kg
2026-04-07T07:30:00Z,7,507.1,kg
2026-04-07T07:30:00Z,9,512.2,kg
2026-04-07T07:30:00Z,10,526.0,kg
2026-04-08T07:30:00Z,1,479.0,kg
2026-04-08T07:30:00Z,2,482.9,kg
2026-04-08T07:30:00Z,3,486.6,kg
2026-04-08T07:30:00Z,4,485.7,kg
2026-04-08T07:30:00Z,5,505.5,kg
2026-04-08T07:30:00Z,6,517.7,kg
2026-04-08T07:30:00Z,7,509.6,kg
2026-04-08T07:30:00Z,9,519.2,kg
2026-04-08T07:30:00Z,10,519.0,kg
2026-04-09T07:30:00Z,1,499.4,kg
2026-04-09T07:30:00Z,2,495.1,kg
2026-04-09T07:30:00Z,3,496.7,kg
2026-04-09T07:30:00Z,4,489.1,kg
2026-04-09T07:30:00Z,5,500.6,kg
2026-04-09T07:30:00Z,7,513.8,kg
2026-04-09T07:30:00Z,9,522.4,kg
2026-04-09T07:30:00Z,10,517.9,kg
2026-04-10T07:30:00Z,1,476.3,kg
2026-04-10T07:30:00Z,2,492.7,kg
2026-04-10T07:30:00Z,3,496.3,kg
2026-04-10T07:30:00Z,4,505.4,kg
2026-04-10T07:30:00Z,5,513.8,kg
2026-04-10T07:30:00Z,6,506.5,kg
2026-04-10T07:30:00Z,9,524.8,kg
2026-04-11T07:30:00Z,1,483.0,kg
2026-04-11T07:30:00Z,2,490.7,kg
2026-04-11T07:30:00Z,3,495.4,kg
2026-04-11T07:30:00Z,4,501.5,kg
2026-04-11T07:30:00Z,5,498.3,kg
2026-04-11T07:30:00Z,6,503.4,kg
2026-04-11T07:30:00Z,7,498.1,kg
2026-04-11T07:30:00Z,9,516.9,kg
2026-04-11T07:30:00Z,10,519.2,kg
2026-04-12T07:30:00Z,1,492.6,kg
2026-04-12T07:30:00Z,2,489.1,kg
2026-04-12T07:30:00Z,3,486.8,kg
2026-04-12T07:30:00Z,4,494.1,kg
2026-04-12T07:30:00Z,5,508.1,kg
2026-04-12T07:30:00Z,6,502.6,kg
2026-04-12T07:30:00Z,7,506.0,kg
2026-04-12T07:30:00Z,10,523.5,kg
2026-04-13T07:30:00Z,1,488.5,kg
2026-04-13T07:30:00Z,2,495.2,kg
2026-04-13T07:30:00Z,3,486.5,kg
2026-04-13T07:30:00Z,4,492.9,kg
2026-04-13T07:30:00Z,5,507.7,kg
2026-04-13T07:30:00Z,6,501.3,kg
2026-04-13T07:30:00Z,7,511.4,kg
2026-04-13T07:30:00Z,9,518.4,kg
2026-04-14T07:30:00Z,1,480.1,kg
2026-04-14T07:30:00Z,2,510.5,kg
2026-04-14T07:30:00Z,3,479.8,kg
2026-04-14T07:30:00Z,5,491.4,kg
2026-04-14T07:30:00Z,6,508.5,kg
2026-04-14T07:30:00Z,7,505.7,kg
2026-04-14T07:30:00Z,9,513.6,kg
2026-04-14T07:30:00Z,10,516.0,kg
2026-04-15T07:30:00Z,1,479.4,kg
2026-04-15T07:30:00Z,2,483.8,kg
2026-04-15T07:30:00Z,3,492.5,kg
2026-04-15T07:30:00Z,5,503.6,kg
2026-04-15T07:30:00Z,6,497.8,kg
2026-04-15T07:30:00Z,7,516.9,kg
2026-04-15T07:30:00Z,9,519.2,kg
2026-04-15T07:30:00Z,10,535.0,kg
2026-04-16T07:30:00Z,1,484.8,kg
2026-04-16T07:30:00Z,2,487.6,kg
2026-04-16T07:30:00Z,3,492.4,kg
2026-04-16T07:30:00Z,4,489.8,kg
2026-04-16T07:30:00Z,5,497.2,kg
2026-04-16T07:30:00Z,6,497.3,kg
2026-04-16T07:30:00Z,7,511.2,kg
2026-04-16T07:30:00Z,9,509.3,kg
2026-04-16T07:30:00Z,10,524.8,kg
2026-04-17T07:30:00Z,1,483.1,kg
2026-04-17T07:30:00Z,2,482.7,kg
2026-04-17T07:30:00Z,3,486.9,kg
2026-04-17T07:30:00Z,4,498.7,kg
2026-04-17T07:30:00Z,5,504.9,kg
2026-04-17T07:30:00Z,6,498.5,kg
2026-04-17T07:30:00Z,7,509.7,kg
2026-04-17T07:30:00Z,9,525.7,kg
2026-04-17T07:30:00Z,10,513.3,kg
2026-04-18T07:30:00Z,1,480.4,kg
2026-04-18T07:30:00Z,2,488.4,kg
2026-04-18T07:30:00Z,3,498.5,kg
2026-04-18T07:30:00Z,4,500.0,kg
2026-04-18T07:30:00Z,5,499.2,kg
2026-04-18T07:30:00Z,6,508.5,kg
2026-04-18T07:30:00Z,7,500.6,kg
2026-04-18T07:30:00Z,9,514.9,kg
2026-04-18T07:30:00Z,10,515.8,kg
2026-04-19T07:30:00Z,1,480.8,kg
2026-04-19T07:30:00Z,2,478.8,kg
2026-04-19T07:30:00Z,3,497.4,kg
2026-04-19T07:30:00Z,4,488.7,kg
2026-04-19T07:30:00Z,5,492.9,kg
2026-04-19T07:30:00Z,6,503.9,kg
2026-04-19T07:30:00Z,7,497.3,kg
2026-04-19T07:30:00Z,9,505.1,kg
2026-04-19T07:30:00Z,10,517.1,kg
2026-04-20T07:30:00Z,1,477.1,kg
2026-04-20T07:30:00Z,2,485.4,kg
2026-04-20T07:30:00Z,3,492.4,kg
2026-04-20T07:30:00Z,4,494.5,kg
2026-04-20T07:30:00Z,6,505.1,kg
2026-04-20T07:30:00Z,7,505.1,kg
2026-04-20T07:30:00Z,9,516.8,kg
2026-04-20T07:30:00Z,10,535.3,kg
2026-04-21T07:30:00Z,1,493.4,kg
2026-04-21T07:30:00Z,2,487.2,kg
2026-04-21T07:30:00Z,3,486.4,kg
2026-04-21T07:30:00Z,4,499.3,kg
2026-04-21T07:30:00Z,6,494.8,kg
2026-04-21T07:30:00Z,7,500.7,kg
2026-04-21T07:30:00Z,9,515.4,kg
2026-04-21T07:30:00Z,10,522.3,kg
2026-04-22T07:30:00Z,1,478.9,kg
2026-04-22T07:30:00Z,2,486.7,kg
2026-04-22T07:30:00Z,3,491.0,kg
2026-04-22T07:30:00Z,4,490.4,kg
2026-04-22T07:30:00Z,6,511.3,kg
2026-04-22T07:30:00Z,7,509.8,kg
2026-04-22T07:30:00Z,9,509.3,kg
2026-04-22T07:30:00Z,10,528.1,kg
2026-04-23T07:30:00Z,1,495.2,kg
2026-04-23T07:30:00Z,2,492.1,kg
2026-04-23T07:30:00Z,3,485.2,kg
2026-04-23T07:30:00Z,4,496.3,kg
2026-04-23T07:30:00Z,5,495.3,kg
2026-04-23T07:30:00Z,7,501.1,kg
2026-04-23T07:30:00Z,10,520.6,kg
2026-04-24T07:30:00Z,1,477.7,kg
2026-04-24T07:30:00Z,2,482.1,kg
2026-04-24T07:30:00Z,3,501.0,kg
2026-04-24T07:30:00Z,4,494.1,kg
2026-04-24T07:30:00Z,5,507.0,kg
2026-04-24T07:30:00Z,6,502.1,kg
2026-04-24T07:30:00Z,7,506.8,kg
2026-04-24T07:30:00Z,9,518.9,kg
2026-04-24T07:30:00Z,10,524.1,kg
2026-04-25T07:30:00Z,1,475.2,kg
2026-04-25T07:30:00Z,2,492.8,kg
2026-04-25T07:30:00Z,3,490.0,kg
2026-04-25T07:30:00Z,4,496.7,kg
2026-04-25T07:30:00Z,5,504.5,kg
2026-04-25T07:30:00Z,6,497.4,kg
2026-04-25T07:30:00Z,7,500.9,kg
2026-04-25T07:30:00Z,9,533.0,kg
2026-04-25T07:30:00Z,10,527.2,kg
2026-04-26T07:30:00Z,1,481.2,kg
2026-04-26T07:30:00Z,2,486.3,kg
2026-04-26T07:30:00Z,3,494.2,kg
2026-04-26T07:30:00Z,4,494.5,kg
2026-04-26T07:30:00Z,5,497.5,kg
2026-04-26T07:30:00Z,6,502.8,kg
2026-04-26T07:30:00Z,7,508.8,kg
2026-04-26T07:30:00Z,9,526.7,kg
2026-04-26T07:30:00Z,10,525.3,kg
2026-04-27T07:30:00Z,1,482.7,kg
2026-04-27T07:30:00Z,2,488.4,kg
2026-04-27T07:30:00Z,3,504.2,kg
2026-04-27T07:30:00Z,4,493.5,kg
2026-04-27T07:30:00Z,5,491.4,kg
2026-04-27T07:30:00Z,6,491.3,kg
2026-04-27T07:30:00Z,7,507.7,kg
2026-04-27T07:30:00Z,9,518.4,kg
2026-04-27T07:30:00Z,10,523.3,kg
2026-04-28T07:30:00Z,1,479.0,kg
2026-04-28T07:30:00Z,2,491.4,kg
2026-04-28T07:30:00Z,3,489.1,kg
2026-04-28T07:30:00Z,4,494.3,kg
2026-04-28T07:30:00Z,5,492.1,kg
2026-04-28T07:30:00Z,6,500.2,kg
2026-04-28T07:30:00Z,7,513.0,kg
2026-04-28T07:30:00Z,9,528.7,kg
2026-04-28T07:30:00Z,10,515.9,kg
2026-04-29T07:30:00Z,1,489.4,kg
2026-04-29T07:30:00Z,2,485.6,kg
2026-04-29T07:30:00Z,3,478.7,kg
2026-04-29T07:30:00Z,4,501.8,kg
2026-04-29T07:30:00Z,5,511.4,kg
2026-04-29T07:30:00Z,6,500.9,kg
2026-04-29T07:30:00Z,10,516.9,kg
2026-04-30T07:30:00Z,1,482.6,kg
2026-04-30T07:30:00Z,2,494.9,kg
2026-04-30T07:30:00Z,3,495.0,kg
2026-04-30T07:30:00Z,5,501.1,kg
2026-04-30T07:30:00Z,6,495.5,kg
2026-04-30T07:30:00Z,9,511.6,kg
2026-04-30T07:30:00Z,10,525.3,kg
2026-01-10T07:30:00Z,5,501.4,kg
